position_id,risk_level,variant,repetition,selected_edge,score,elapsed_time_sec,nodes_searched,timed_out,root_alpha_updates,null_window_searches,research_count
seed0_early_t0,normal,pvs_nextafter_window,3,0→35,-906.5,0.09900575003121048,852,False,0,599,4
seed0_early_t0,normal,pvs_nextafter_window,4,0→35,-906.5,0.0984717080136761,852,False,0,599,4
seed0_middle_t39,normal,alpha_beta_full_root_window,0,55→63,-566.5,0.43463454209268093,3126,False,0,0,0
seed0_middle_t39,normal,alpha_beta_full_root_window,1,55→63,-566.5,0.4278004579246044,3126,False,0,0,0
seed0_middle_t39,normal,alpha_beta_full_root_window,2,55→63,-566.5,0.4212065839674324,3126,False,0,0,0
seed0_middle_t39,normal,alpha_beta_full_root_window,3,55→63,-566.5,0.40779812494292855,3126,False,0,0,0
seed0_middle_t39,normal,alpha_beta_full_root_window,4,55→63,-566.5,0.4649242089362815,3126,False,0,0,0
seed0_middle_t39,normal,alpha_beta_shared_root_alpha,0,55→63,-566.5,0.07053008303046227,613,False,1,0,0
seed0_middle_t39,normal,alpha_beta_shared_root_alpha,1,55→63,-566.5,0.0708047499647364,613,False,1,0,0
seed0_middle_t39,normal,alpha_beta_shared_root_alpha,2,55→63,-566.5,0.06560495891608298,613,False,1,0,0
seed0_middle_t39,normal,alpha_beta_shared_root_alpha,3,55→63,-566.5,0.06794016691856086,613,False,1,0,0
seed0_middle_t39,normal,alpha_beta_shared_root_alpha,4,55→63,-566.5,0.06669195799622685,613,False,1,0,0
seed0_middle_t39,normal,pvs_unit_window,0,55→63,-566.5,0.07352616603020579,679,False,0,434,6
seed0_middle_t39,normal,pvs_unit_window,1,55→63,-566.5,0.07439454202540219,679,False,0,434,6
seed0_middle_t39,normal,pvs_unit_window,2,55→63,-566.5,0.07256762497127056,679,False,0,434,6
seed0_middle_t39,normal,pvs_unit_window,3,55→63,-566.5,0.07566299999598414,679,False,0,434,6
seed0_middle_t39,normal,pvs_unit_window,4,55→63,-566.5,0.07197266607545316,679,False,0,434,6
seed0_middle_t39,normal,pvs_nextafter_window,0,55→63,-566.5,0.07419533305801451,679,False,0,434,6
seed0_middle_t39,normal,pvs_nextafter_window,1,55→63,-566.5,0.07276395801454782,679,False,0,434,6
seed0_middle_t39,normal,pvs_nextafter_window,2,55→63,-566.5,0.0776099159847945,679,False,0,434,6
seed0_middle_t39,normal,pvs_nextafter_window,3,55→63,-566.5,0.07857399992644787,679,False,0,434,6
seed0_middle_t39,normal,pvs_nextafter_window,4,55→63,-566.5,0.07684304204303771,679,False,0,434,6
seed0_late_t69,normal,alpha_beta_full_root_window,0,1→63,-146.5,0.2512305829441175,1441,False,0,0,0
seed0_late_t69,normal,alpha_beta_full_root_window,1,1→63,-146.5,0.24244608299341053,1441,False,0,0,0
seed0_late_t69,normal,alpha_beta_full_root_window,2,1→63,-146.5,0.24022270808927715,1441,False,0,0,0
seed0_late_t69,normal,alpha_beta_full_root_window,3,1→63,-146.5,0.24669687496498227,1441,False,0,0,0
seed0_late_t69,normal,alpha_beta_full_root_window,4,1→63,-146.5,0.23949679103679955,1441,False,0,0,0
seed0_late_t69,normal,alpha_beta_shared_root_alpha,0,1→63,-146.5,0.04269199992995709,248,False,1,0,0
seed0_late_t69,normal,alpha_beta_shared_root_alpha,1,1→63,-146.5,0.04307683405932039,248,False,1,0,0
seed0_late_t69,normal,alpha_beta_shared_root_alpha,2,1→63,-146.5,0.04230179195292294,248,False,1,0,0
seed0_late_t69,normal,alpha_beta_shared_root_alpha,3,1→63,-146.5,0.04398362501524389,248,False,1,0,0
seed0_late_t69,normal,alpha_beta_shared_root_alpha,4,1→63,-146.5,0.04465862503275275,248,False,1,0,0
seed0_late_t69,normal,pvs_unit_window,0,1→63,-146.5,0.04975725000258535,284,False,0,163,2
seed0_late_t69,normal,pvs_unit_window,1,1→63,-146.5,0.050665416987612844,284,False,0,163,2
seed0_late_t69,normal,pvs_unit_window,2,1→63,-146.5,0.050628375029191375,284,False,0,163,2
seed0_late_t69,normal,pvs_unit_window,3,1→63,-146.5,0.0497138750506565,284,False,0,163,2
seed0_late_t69,normal,pvs_unit_window,4,1→63,-146.5,0.05225933401379734,284,False,0,163,2
seed0_late_t69,normal,pvs_nextafter_window,0,1→63,-146.5,0.07587204198352993,284,False,0,163,2
seed0_late_t69,normal,pvs_nextafter_window,1,1→63,-146.5,0.05388970789499581,284,False,0,163,2
seed0_late_t69,normal,pvs_nextafter_window,2,1→63,-146.5,0.049368249950930476,284,False,0,163,2
seed0_late_t69,normal,pvs_nextafter_window,3,1→63,-146.5,0.04819637490436435,284,False,0,163,2
seed0_late_t69,normal,pvs_nextafter_window,4,1→63,-146.5,0.0484266250859946,284,False,0,163,2
seed0_caution_t60,caution,alpha_beta_full_root_window,0,63→19,-2284.0,0.20212150004226714,1546,False,0,0,0
seed0_caution_t60,caution,alpha_beta_full_root_window,1,63→19,-2284.0,0.21146683301776648,1546,False,0,0,0
seed0_caution_t60,caution,alpha_beta_full_root_window,2,63→19,-2284.0,0.20952916704118252,1546,False,0,0,0
seed0_caution_t60,caution,alpha_beta_full_root_window,3,63→19,-2284.0,0.22299370798282325,1546,False,0,0,0
seed0_caution_t60,caution,alpha_beta_full_root_window,4,63→19,-2284.0,0.215127749950625,1546,False,0,0,0
seed0_caution_t60,caution,alpha_beta_shared_root_alpha,0,63→19,-2284.0,0.07189462496899068,549,False,2,0,0
seed0_caution_t60,caution,alpha_beta_shared_root_alpha,1,63→19,-2284.0,0.07168375002220273,549,False,2,0,0
seed0_caution_t60,caution,alpha_beta_shared_root_alpha,2,63→19,-2284.0,0.06867174990475178,549,False,2,0,0
seed0_caution_t60,caution,alpha_beta_shared_root_alpha,3,63→19,-2284.0,0.06738712498918176,549,False,2,0,0
seed0_caution_t60,caution,alpha_beta_shared_root_alpha,4,63→19,-2284.0,0.06791029206942767,549,False,2,0,0
seed0_caution_t60,caution,pvs_unit_window,0,63→19,-2284.0,0.07964920799713582,653,False,0,498,6
seed0_caution_t60,caution,pvs_unit_window,1,63→19,-2284.0,0.07943104102741927,653,False,0,498,6
seed0_caution_t60,caution,pvs_unit_window,2,63→19,-2284.0,0.08316641696728766,653,False,0,498,6
seed0_caution_t60,caution,pvs_unit_window,3,63→19,-2284.0,0.08243141695857048,653,False,0,498,6
seed0_caution_t60,caution,pvs_unit_window,4,63→19,-2284.0,0.08218016591854393,653,False,0,498,6
seed0_caution_t60,caution,pvs_nextafter_window,0,63→19,-2284.0,0.08150995802134275,653,False,0,498,6
seed0_caution_t60,caution,pvs_nextafter_window,1,63→19,-2284.0,0.0816688749473542,653,False,0,498,6
seed0_caution_t60,caution,pvs_nextafter_window,2,63→19,-2284.0,0.07837387500330806,653,False,0,498,6
seed0_caution_t60,caution,pvs_nextafter_window,3,63→19,-2284.0,0.0777689580572769,653,False,0,498,6
seed0_caution_t60,caution,pvs_nextafter_window,4,63→19,-2284.0,0.07897079188842326,653,False,0,498,6
seed0_danger_t70,danger,alpha_beta_full_root_window,0,63→1,-3526.0,0.057535915984772146,416,False,0,0,0
seed0_danger_t70,danger,alpha_beta_full_root_window,1,63→1,-3526.0,0.05686920799780637,416,False,0,0,0
seed0_danger_t70,danger,alpha_beta_full_root_window,2,63→1,-3526.0,0.058231082977727056,416,False,0,0,0
seed0_danger_t70,danger,alpha_beta_full_root_window,3,63→1,-3526.0,0.05797749990597367,416,False,0,0,0
seed0_danger_t70,danger,alpha_beta_full_root_window,4,63→1,-3526.0,0.058164333924651146,416,False,0,0,0
seed0_danger_t70,danger,alpha_beta_shared_root_alpha,0,63→1,-3526.0,0.028745791991241276,211,False,2,0,0
seed0_danger_t70,danger,alpha_beta_shared_root_alpha,1,63→1,-3526.0,0.029019250068813562,211,False,2,0,0
seed0_danger_t70,danger,alpha_beta_shared_root_alpha,2,63→1,-3526.0,0.028667916893027723,211,False,2,0,0
seed0_danger_t70,danger,alpha_beta_shared_root_alpha,3,63→1,-3526.0,0.02864649996627122,211,False,2,0,0
seed0_danger_t70,danger,alpha_beta_shared_root_alpha,4,63→1,-3526.0,0.028844791930168867,211,False,2,0,0
seed0_danger_t70,danger,pvs_unit_window,0,63→1,-3526.0,0.04411787504795939,330,False,0,243,6
seed0_danger_t70,danger,pvs_unit_window,1,63→1,-3526.0,0.04396416700910777,330,False,0,243,6
seed0_danger_t70,danger,pvs_unit_window,2,63→1,-3526.0,0.04426891601178795,330,False,0,243,6
seed0_danger_t70,danger,pvs_unit_window,3,63→1,-3526.0,0.04686600004788488,330,False,0,243,6
seed0_danger_t70,danger,pvs_unit_window,4,63→1,-3526.0,0.04700345790479332,330,False,0,243,6
seed0_danger_t70,danger,pvs_nextafter_window,0,63→1,-3526.0,0.04577879200223833,328,False,0,241,6
seed0_danger_t70,danger,pvs_nextafter_window,1,63→1,-3526.0,0.04619195905979723,328,False,0,241,6
seed0_danger_t70,danger,pvs_nextafter_window,2,63→1,-3526.0,0.044077874976210296,328,False,0,241,6
seed0_danger_t70,danger,pvs_nextafter_window,3,63→1,-3526.0,0.04278658307157457,328,False,0,241,6
seed0_danger_t70,danger,pvs_nextafter_window,4,63→1,-3526.0,0.04280712502077222,328,False,0,241,6
seed0_critical_t75,critical,alpha_beta_full_root_window,0,63→63,999997.0,0.028841582941822708,274,False,0,0,0
seed0_critical_t75,critical,alpha_beta_full_root_window,1,63→63,999997.0,0.029469791101291776,274,False,0,0,0
seed0_critical_t75,critical,alpha_beta_full_root_window,2,63→63,999997.0,0.029806665959767997,274,False,0,0,0
seed0_critical_t75,critical,alpha_beta_full_root_window,3,63→63,999997.0,0.030147957964800298,274,False,0,0,0
seed0_critical_t75,critical,alpha_beta_full_root_window,4,63→63,999997.0,0.030304415966384113,274,False,0,0,0
seed0_critical_t75,critical,alpha_beta_shared_root_alpha,0,63→63,999997.0,0.002069458016194403,28,False,1,0,0
seed0_critical_t75,critical,alpha_beta_shared_root_alpha,1,63→63,999997.0,0.0019206249853596091,28,False,1,0,0
seed0_critical_t75,critical,alpha_beta_shared_root_alpha,2,63→63,999997.0,0.00185037509072572,28,False,1,0,0
seed0_critical_t75,critical,alpha_beta_shared_root_alpha,3,63→63,999997.0,0.0019983749371021986,28,False,1,0,0
seed0_critical_t75,critical,alpha_beta_shared_root_alpha,4,63→63,999997.0,0.002063166000880301,28,False,1,0,0
seed0_critical_t75,critical,pvs_unit_window,0,63→63,999997.0,0.00185504206456244,28,False,0,12,0
seed0_critical_t75,critical,pvs_unit_window,1,63→63,999997.0,0.0018462080042809248,28,False,0,12,0
seed0_critical_t75,critical,pvs_unit_window,2,63→63,999997.0,0.0020649170037359,28,False,0,12,0
seed0_critical_t75,critical,pvs_unit_window,3,63→63,999997.0,0.0020612080115824938,28,False,0,12,0
seed0_critical_t75,critical,pvs_unit_window,4,63→63,999997.0,0.0018467920599505305,28,False,0,12,0
seed0_critical_t75,critical,pvs_nextafter_window,0,63→63,999997.0,0.001851332955993712,28,False,0,12,0
seed0_critical_t75,critical,pvs_nextafter_window,1,63→63,999997.0,0.0020670000230893493,28,False,0,12,0
seed0_critical_t75,critical,pvs_nextafter_window,2,63→63,999997.0,0.0020177089609205723,28,False,0,12,0
seed0_critical_t75,critical,pvs_nextafter_window,3,63→63,999997.0,0.0018424169393256307,28,False,0,12,0
seed0_critical_t75,critical,pvs_nextafter_window,4,63→63,999997.0,0.0019335419638082385,28,False,0,12,0
seed1_early_t0,normal,alpha_beta_full_root_window,0,0→35,-886.5,0.555572957964614,4301,False,0,0,0
seed1_early_t0,normal,alpha_beta_full_root_window,1,0→35,-886.5,0.5571997080696747,4301,False,0,0,0
seed1_early_t0,normal,alpha_beta_full_root_window,2,0→35,-886.5,0.5906597080174834,4301,False,0,0,0
seed1_early_t0,normal,alpha_beta_full_root_window,3,0→35,-886.5,0.5587214159313589,4301,False,0,0,0
seed1_early_t0,normal,alpha_beta_full_root_window,4,0→35,-886.5,0.5453625409863889,4301,False,0,0,0
seed1_early_t0,normal,alpha_beta_shared_root_alpha,0,0→35,-886.5,0.13540066592395306,1242,False,1,0,0
seed1_early_t0,normal,alpha_beta_shared_root_alpha,1,0→35,-886.5,0.13763458305038512,1242,False,1,0,0
seed1_early_t0,normal,alpha_beta_shared_root_alpha,2,0→35,-886.5,0.13684420892968774,1242,False,1,0,0
seed1_early_t0,normal,alpha_beta_shared_root_alpha,3,0→35,-886.5,0.13856025005225092,1242,False,1,0,0
seed1_early_t0,normal,alpha_beta_shared_root_alpha,4,0→35,-886.5,0.1402947090100497,1242,False,1,0,0
seed1_early_t0,normal,pvs_unit_window,0,0→35,-886.5,0.09816375002264977,885,False,0,631,5
seed1_early_t0,normal,pvs_unit_window,1,0→35,-886.5,0.09296804200857878,885,False,0,631,5
seed1_early_t0,normal,pvs_unit_window,2,0→35,-886.5,0.09687949996441603,885,False,0,631,5
seed1_early_t0,normal,pvs_unit_window,3,0→35,-886.5,0.09897824993822724,885,False,0,631,5
seed1_early_t0,normal,pvs_unit_window,4,0→35,-886.5,0.09997591702267528,885,False,0,631,5
seed1_early_t0,normal,pvs_nextafter_window,0,0→35,-886.5,0.10366379201877862,885,False,0,631,5
seed1_early_t0,normal,pvs_nextafter_window,1,0→35,-886.5,0.09554908296559006,885,False,0,631,5
seed1_early_t0,normal,pvs_nextafter_window,2,0→35,-886.5,0.09547745797317475,885,False,0,631,5
seed1_early_t0,normal,pvs_nextafter_window,3,0→35,-886.5,0.09618129197042435,885,False,0,631,5
seed1_early_t0,normal,pvs_nextafter_window,4,0→35,-886.5,0.09424054191913456,885,False,0,631,5
seed1_middle_t33,normal,alpha_beta_full_root_window,0,1→63,-506.5,0.5153277909848839,3984,False,0,0,0
seed1_middle_t33,normal,alpha_beta_full_root_window,1,1→63,-506.5,0.49304537498392165,3984,False,0,0,0
seed1_middle_t33,normal,alpha_beta_full_root_window,2,1→63,-506.5,0.45328666700515896,3984,False,0,0,0
seed1_middle_t33,normal,alpha_beta_full_root_window,3,1→63,-506.5,0.45508037507534027,3984,False,0,0,0
seed1_middle_t33,normal,alpha_beta_full_root_window,4,1→63,-506.5,0.46682179195340723,3984,False,0,0,0
seed1_middle_t33,normal,alpha_beta_shared_root_alpha,0,1→63,-506.5,0.05433570791501552,509,False,1,0,0
seed1_middle_t33,normal,alpha_beta_shared_root_alpha,1,1→63,-506.5,0.05527120910119265,509,False,1,0,0
seed1_middle_t33,normal,alpha_beta_shared_root_alpha,2,1→63,-506.5,0.054091791971586645,509,False,1,0,0
seed1_middle_t33,normal,alpha_beta_shared_root_alpha,3,1→63,-506.5,0.05275783303659409,509,False,1,0,0
seed1_middle_t33,normal,alpha_beta_shared_root_alpha,4,1→63,-506.5,0.05353262508288026,509,False,1,0,0
seed1_middle_t33,normal,pvs_unit_window,0,1→63,-506.5,0.055271207937039435,538,False,0,319,4
seed1_middle_t33,normal,pvs_unit_window,1,1→63,-506.5,0.05787479202263057,538,False,0,319,4
seed1_middle_t33,normal,pvs_unit_window,2,1→63,-506.5,0.05986533407121897,538,False,0,319,4
seed1_middle_t33,normal,pvs_unit_window,3,1→63,-506.5,0.060820666956715286,538,False,0,319,4
seed1_middle_t33,normal,pvs_unit_window,4,1→63,-506.5,0.06630604201927781,538,False,0,319,4
seed1_middle_t33,normal,pvs_nextafter_window,0,1→63,-506.5,0.07158558396622539,538,False,0,319,4
seed1_middle_t33,normal,pvs_nextafter_window,1,1→63,-506.5,0.0677424999885261,538,False,0,319,4
seed1_middle_t33,normal,pvs_nextafter_window,2,1→63,-506.5,0.06236958398949355,538,False,0,319,4
seed1_middle_t33,normal,pvs_nextafter_window,3,1→63,-506.5,0.060054542031139135,538,False,0,319,4
seed1_middle_t33,normal,pvs_nextafter_window,4,1→63,-506.5,0.05802687490358949,538,False,0,319,4
seed1_late_t57,normal,alpha_beta_full_root_window,0,1→63,-146.5,0.25837162497919053,1681,False,0,0,0
seed1_late_t57,normal,alpha_beta_full_root_window,1,1→63,-146.5,0.2619248329428956,1681,False,0,0,0
seed1_late_t57,normal,alpha_beta_full_root_window,2,1→63,-146.5,0.2465557079995051,1681,False,0,0,0
seed1_late_t57,normal,alpha_beta_full_root_window,3,1→63,-146.5,0.24851929198484868,1681,False,0,0,0
seed1_late_t57,normal,alpha_beta_full_root_window,4,1→63,-146.5,0.25439170899335295,1681,False,0,0,0
seed1_late_t57,normal,alpha_beta_shared_root_alpha,0,1→63,-146.5,0.04423970798961818,250,False,1,0,0
seed1_late_t57,normal,alpha_beta_shared_root_alpha,1,1→63,-146.5,0.04516854207031429,250,False,1,0,0
seed1_late_t57,normal,alpha_beta_shared_root_alpha,2,1→63,-146.5,0.04888312506955117,250,False,1,0,0
seed1_late_t57,normal,alpha_beta_shared_root_alpha,3,1→63,-146.5,0.04615870793350041,250,False,1,0,0
seed1_late_t57,normal,alpha_beta_shared_root_alpha,4,1→63,-146.5,0.04575512500014156,250,False,1,0,0
seed1_late_t57,normal,pvs_unit_window,0,1→63,-146.5,0.050345666939392686,286,False,0,165,2
seed1_late_t57,normal,pvs_unit_window,1,1→63,-146.5,0.05178025003988296,286,False,0,165,2
seed1_late_t57,normal,pvs_unit_window,2,1→63,-146.5,0.0501472499454394,286,False,0,165,2
seed1_late_t57,normal,pvs_unit_window,3,1→63,-146.5,0.04839433298911899,286,False,0,165,2
seed1_late_t57,normal,pvs_unit_window,4,1→63,-146.5,0.04456004092935473,286,False,0,165,2
seed1_late_t57,normal,pvs_nextafter_window,0,1→63,-146.5,0.045077582937665284,286,False,0,165,2
seed1_late_t57,normal,pvs_nextafter_window,1,1→63,-146.5,0.047003332991153,286,False,0,165,2
seed1_late_t57,normal,pvs_nextafter_window,2,1→63,-146.5,0.04700604092795402,286,False,0,165,2
seed1_late_t57,normal,pvs_nextafter_window,3,1→63,-146.5,0.04557441594079137,286,False,0,165,2
seed1_late_t57,normal,pvs_nextafter_window,4,1→63,-146.5,0.04492304194718599,286,False,0,165,2
seed1_caution_t48,caution,alpha_beta_full_root_window,0,63→19,-754.0,0.19031262502539903,1585,False,0,0,0
seed1_caution_t48,caution,alpha_beta_full_root_window,1,63→19,-754.0,0.19114837504457682,1585,False,0,0,0
seed1_caution_t48,caution,alpha_beta_full_root_window,2,63→19,-754.0,0.19730195798911154,1585,False,0,0,0
seed1_caution_t48,caution,alpha_beta_full_root_window,3,63→19,-754.0,0.20020441699307412,1585,False,0,0,0
seed1_caution_t48,caution,alpha_beta_full_root_window,4,63→19,-754.0,0.20804024999961257,1585,False,0,0,0
seed1_caution_t48,caution,alpha_beta_shared_root_alpha,0,63→19,-754.0,0.08404445892665535,741,False,2,0,0
seed1_caution_t48,caution,alpha_beta_shared_root_alpha,1,63→19,-754.0,0.08207104203756899,741,False,2,0,0
seed1_caution_t48,caution,alpha_beta_shared_root_alpha,2,63→19,-754.0,0.08170974999666214,741,False,2,0,0
seed1_caution_t48,caution,alpha_beta_shared_root_alpha,3,63→19,-754.0,0.08412524999585003,741,False,2,0,0
seed1_caution_t48,caution,alpha_beta_shared_root_alpha,4,63→19,-754.0,0.08433224994223565,741,False,2,0,0
seed1_caution_t48,caution,pvs_unit_window,0,63→19,-754.0,0.0987356249243021,851,False,0,698,6
seed1_caution_t48,caution,pvs_unit_window,1,63→19,-754.0,0.10695987497456372,851,False,0,698,6
seed1_caution_t48,caution,pvs_unit_window,2,63→19,-754.0,0.10265879204962403,851,False,0,698,6
seed1_caution_t48,caution,pvs_unit_window,3,63→19,-754.0,0.10929908300749958,851,False,0,698,6
seed1_caution_t48,caution,pvs_unit_window,4,63→19,-754.0,0.1026633339934051,851,False,0,698,6
seed1_caution_t48,caution,pvs_nextafter_window,0,63→19,-754.0,0.0994559999089688,851,False,0,698,6
seed1_caution_t48,caution,pvs_nextafter_window,1,63→19,-754.0,0.09859525004867464,851,False,0,698,6
seed1_caution_t48,caution,pvs_nextafter_window,2,63→19,-754.0,0.0929898340255022,851,False,0,698,6
seed1_caution_t48,caution,pvs_nextafter_window,3,63→19,-754.0,0.09236375009641051,851,False,0,698,6
seed1_caution_t48,caution,pvs_nextafter_window,4,63→19,-754.0,0.09210187499411404,851,False,0,698,6
seed1_danger_t58,danger,alpha_beta_full_root_window,0,63→0,-754.0,0.05760058294981718,467,False,0,0,0
seed1_danger_t58,danger,alpha_beta_full_root_window,1,63→0,-754.0,0.05773833300918341,467,False,0,0,0
seed1_danger_t58,danger,alpha_beta_full_root_window,2,63→0,-754.0,0.057695208000950515,467,False,0,0,0
seed1_danger_t58,danger,alpha_beta_full_root_window,3,63→0,-754.0,0.05751216597855091,467,False,0,0,0
seed1_danger_t58,danger,alpha_beta_full_root_window,4,63→0,-754.0,0.05644983297679573,467,False,0,0,0
seed1_danger_t58,danger,alpha_beta_shared_root_alpha,0,63→0,-754.0,0.029823457938618958,248,False,2,0,0
seed1_danger_t58,danger,alpha_beta_shared_root_alpha,1,63→0,-754.0,0.02989162493031472,248,False,2,0,0
seed1_danger_t58,danger,alpha_beta_shared_root_alpha,2,63→0,-754.0,0.030009042005985975,248,False,2,0,0
seed1_danger_t58,danger,alpha_beta_shared_root_alpha,3,63→0,-754.0,0.029896624968387187,248,False,2,0,0
seed1_danger_t58,danger,alpha_beta_shared_root_alpha,4,63→0,-754.0,0.03006458398886025,248,False,2,0,0
seed1_danger_t58,danger,pvs_unit_window,0,63→0,-754.0,0.04407841700594872,372,False,0,279,10
seed1_danger_t58,danger,pvs_unit_window,1,63→0,-754.0,0.04434945899993181,372,False,0,279,10
seed1_danger_t58,danger,pvs_unit_window,2,63→0,-754.0,0.044548166915774345,372,False,0,279,10
seed1_danger_t58,danger,pvs_unit_window,3,63→0,-754.0,0.04398241697344929,372,False,0,279,10
seed1_danger_t58,danger,pvs_unit_window,4,63→0,-754.0,0.04445016698446125,372,False,0,279,10
seed1_danger_t58,danger,pvs_nextafter_window,0,63→0,-754.0,0.04635841597337276,370,False,0,277,10
seed1_danger_t58,danger,pvs_nextafter_window,1,63→0,-754.0,0.04711745900567621,370,False,0,277,10
seed1_danger_t58,danger,pvs_nextafter_window,2,63→0,-754.0,0.04452133399900049,370,False,0,277,10
seed1_danger_t58,danger,pvs_nextafter_window,3,63→0,-754.0,0.042847582953982055,370,False,0,277,10
seed1_danger_t58,danger,pvs_nextafter_window,4,63→0,-754.0,0.042752415989525616,370,False,0,277,10
seed1_critical_t63,critical,alpha_beta_full_root_window,0,63→63,999997.0,0.04228499997407198,445,False,0,0,0
seed1_critical_t63,critical,alpha_beta_full_root_window,1,63→63,999997.0,0.04226099990773946,445,False,0,0,0
seed1_critical_t63,critical,alpha_beta_full_root_window,2,63→63,999997.0,0.042205207981169224,445,False,0,0,0
seed1_critical_t63,critical,alpha_beta_full_root_window,3,63→63,999997.0,0.042161624995060265,445,False,0,0,0
seed1_critical_t63,critical,alpha_beta_full_root_window,4,63→63,999997.0,0.042202041018754244,445,False,0,0,0
seed1_critical_t63,critical,alpha_beta_shared_root_alpha,0,63→63,999997.0,0.0015747079160064459,28,False,1,0,0
seed1_critical_t63,critical,alpha_beta_shared_root_alpha,1,63→63,999997.0,0.0015766669530421495,28,False,1,0,0
seed1_critical_t63,critical,alpha_beta_shared_root_alpha,2,63→63,999997.0,0.0015696249902248383,28,False,1,0,0
seed1_critical_t63,critical,alpha_beta_shared_root_alpha,3,63→63,999997.0,0.0015136669389903545,28,False,1,0,0
seed1_critical_t63,critical,alpha_beta_shared_root_alpha,4,63→63,999997.0,0.0015116669237613678,28,False,1,0,0
seed1_critical_t63,critical,pvs_unit_window,0,63→63,999997.0,0.0015537920407950878,28,False,0,12,0
seed1_critical_t63,critical,pvs_unit_window,1,63→63,999997.0,0.001575250062160194,28,False,0,12,0
seed1_critical_t63,critical,pvs_unit_window,2,63→63,999997.0,0.0015561670297756791,28,False,0,12,0
seed1_critical_t63,critical,pvs_unit_window,3,63→63,999997.0,0.0015111669199541211,28,False,0,12,0
seed1_critical_t63,critical,pvs_unit_window,4,63→63,999997.0,0.0015122080221772194,28,False,0,12,0
seed1_critical_t63,critical,pvs_nextafter_window,0,63→63,999997.0,0.00157195795327425,28,False,0,12,0
seed1_critical_t63,critical,pvs_nextafter_window,1,63→63,999997.0,0.0015670839929953218,28,False,0,12,0
seed1_critical_t63,critical,pvs_nextafter_window,2,63→63,999997.0,0.0015230410499498248,28,False,0,12,0
seed1_critical_t63,critical,pvs_nextafter_window,3,63→63,999997.0,0.001512959017418325,28,False,0,12,0
seed1_critical_t63,critical,pvs_nextafter_window,4,63→63,999997.0,0.001530374982394278,28,False,0,12,0
seed2_early_t0,normal,alpha_beta_full_root_window,0,20→20,-927.5,0.28296645800583065,2287,False,0,0,0
seed2_early_t0,normal,alpha_beta_full_root_window,1,20→20,-927.5,0.27641345898155123,2287,False,0,0,0
seed2_early_t0,normal,alpha_beta_full_root_window,2,20→20,-927.5,0.292619000072591,2287,False,0,0,0
seed2_early_t0,normal,alpha_beta_full_root_window,3,20→20,-927.5,0.28216220904141665,2287,False,0,0,0
seed2_early_t0,normal,alpha_beta_full_root_window,4,20→20,-927.5,0.276334207970649,2287,False,0,0,0
seed2_early_t0,normal,alpha_beta_shared_root_alpha,0,20→20,-927.5,0.08290966600179672,780,False,1,0,0
seed2_early_t0,normal,alpha_beta_shared_root_alpha,1,20→20,-927.5,0.08399908291175961,780,False,1,0,0
seed2_early_t0,normal,alpha_beta_shared_root_alpha,2,20→20,-927.5,0.0841969579923898,780,False,1,0,0
seed2_early_t0,normal,alpha_beta_shared_root_alpha,3,20→20,-927.5,0.08460583398118615,780,False,1,0,0
seed2_early_t0,normal,alpha_beta_shared_root_alpha,4,20→20,-927.5,0.09022337500937283,780,False,1,0,0
